ID,Dataset,Ship ID,SHIPTYPE,TYPE,DETAILED TYPE,Name,CPA time,Rain,Temperature,Wind,Sea state,Rain state,Length,Width
260,A,176,80,Tanker,Oil/Chemical Tanker,SEAWAYS KENOSHA,150,0,27.7,5.3,3,No rain,183,32
261,A,177,70,Cargo,Container Ship,MSC AZOV,70,0,24.4,3.4,2,No rain,300,48
262,A,178,37,Pleasure Craft,Yacht,MISS LILY,90, - , - , - ,7,Very Heavy,42,8
263,A,179,80,Tanker,Crude Oil Tanker,DALLAS / STENA PROGRESS,150,0,24.7,0,1,No rain,183,40
264,A,179,80,Tanker,Crude Oil Tanker,DALLAS / STENA PROGRESS,150,0,27.7,0.4,1,No rain,183,40
265,A,180,31,Tug,Tug,AQUARIUS,150,0,26.3,0,1,No rain,32,12
266,A,181,80,Tanker,Oil/Chemical Tanker,SEAWAYS NANTUCKET,150,0,31.4,0.4,1,No rain,183,32
267,A,182,80,Tanker,Oil/Chemical Tanker,D&K ABDUL RAZZAK KHALID ZAID,150,0,24.2,3.6,2,No rain,183,32
268,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,25,4.9,3,No rain,72,17
269,A,184,60-69,Passenger,Passenger Ship,ISLAND PRINCESS,76,0,24.9,2.7,2,No rain,294,32
270,A,185,70,Cargo,Bulk Carrier,GREAT VISION,150,0,24.9,2.7,2,No rain,200,32
271,A,186,84,Tanker,LPG Tanker,FORTE DE SAO MARCOS,62,0,26.2,2.7,2,No rain,124,18
272,A,187,80,Tanker,Crude Oil Tanker,NS CREATION,116,0,23.2,2.2,1,No rain,244,42
273,A,188,70,Cargo,Bulk Carrier,CAPTAIN DIAMANTIS,70,0,23.9,2.4,1,No rain,225,32
274,A,189,59,Special Craft,Offshore Supply Ship,THOR SUPPLIER,150,0.4,21.6,11.3,5,Light,85,18
275,A,190,59,Special Craft,Anchor Handling Vessel,NORMAND TURQUESA,150,0,24.3,4,2,No rain,81,18
276,A,191,31,Tug,Tug,TS ALUCIINANTE,61,0,25.1,4.3,2,No rain,30,10
277,A,192,59,Special Craft,Offshore Supply Ship,TORDA,150,0,24.7,3.1,2,No rain,85,16
278,A,193,70,Cargo,Bulk Carrier,BETTYS DREAM,150,0,27.6,7.7,4,No rain,229,32
279,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,96,0,24.1,2.6,2,No rain,72,17
280,A,194,70,Cargo,Container Ship,MSC VIGO,62,0,25.1,3.5,2,No rain,270,40
281,A,195,60-69,Passenger,Passenger Ship,MSC FANTASIA,83,0,23.7,5.6,3,No rain,333,38
282,A,5,50,Special Craft,Pilot Vessel,PILOT 09,150,1.6,21.1,1.5,1,Moderate,12,4
283,A,196,80,Tanker,Oil/Chemical Tanker,FLUMAR MACEIO,150,2.4,21.5,1.5,1,Moderate,144,24
284,A,132,59,Special Craft,Offshore Supply Ship,SAAVEDRA TIDE,74,0,23.1,6.3,3,No rain,84,18
285,A,186,84,Tanker,LPG Tanker,FORTE DE SAO MARCOS,150,0,22.8,3,2,No rain,124,18
286,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,118,0,24,10.3,5,No rain,72,17
287,A,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA,126,0,25.5,10,5,No rain,89,19
288,A,198,70,Cargo,Bulk Carrier,JOLANDA,90,0,22.9,9,4,No rain,292,45
289,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,138,0,27.9,5.1,3,No rain,72,17
290,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,75,0,29,3.8,2,No rain,72,17
291,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,142,0,23.4,1.8,1,No rain,72,17
292,A,199,30,Fishing,Fishing Vessel,VO NICACIO,81,0,23.9,9.3,4,No rain,20,6
293,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,24.2,2.3,1,No rain,72,17
294,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,26.6,3,2,No rain,72,17
295,A,200,70,Cargo,Bulk Carrier,FIGALIA PRUDENCE,100,0,27.3,3.6,2,No rain,229,32
296,A,201,70,Cargo,Container Ship,MAERSK MEMPHIS,62,0,26.3,8.1,4,No rain,300,40
297,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,27.3,3.2,2,No rain,12,4
298,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,27.3,4.4,2,No rain,72,17
299,A,202,70,Cargo,Bulk Carrier,GRACIELA,150,0,23.3,1.4,1,No rain,180,28
300,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,64,0.2,26.8,3.9,2,Light,72,17
301,A,203,70,Cargo,Bulk Carrier,CONDOR HAMBURG,150,0,24.9,5.1,3,No rain,178,28
302,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,25.5,3.3,2,No rain,72,17
303,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,87,0,22.7,4.3,2,No rain,72,17
304,A,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,22.8,6.2,3,No rain,12,4
305,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,25,4.9,3,No rain,72,17
306,A,184,60-69,Passenger,Passenger Ship,ISLAND PRINCESS,76,0,24.9,2.7,2,No rain,294,32
307,A,185,70,Cargo,Bulk Carrier,GREAT VISION,150,0,24.9,2.7,2,No rain,200,32
308,A,186,84,Tanker,LPG Tanker,FORTE DE SAO MARCOS,62,0,26.2,2.7,2,No rain,124,18
309,A,187,80,Tanker,Crude Oil Tanker,NS CREATION,116,0,23.2,2.2,1,No rain,244,42
310,A,188,70,Cargo,Bulk Carrier,CAPTAIN DIAMANTIS,70,0,23.9,2.4,1,No rain,225,32
311,A,189,59,Special Craft,Offshore Supply Ship,THOR SUPPLIER,150,0.4,21.6,11.3,5,Light,85,18
312,A,190,59,Special Craft,Anchor Handling Vessel,NORMAND TURQUESA,150,0,24.3,4,2,No rain,81,18
313,A,191,31,Tug,Tug,TS ALUCIINANTE,61,0,25.1,4.3,2,No rain,30,10
314,A,192,59,Special Craft,Offshore Supply Ship,TORDA,150,0,24.7,3.1,2,No rain,85,16
315,A,193,70,Cargo,Bulk Carrier,BETTYS DREAM,150,0,27.6,7.7,4,No rain,229,32
316,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,24.5,3.2,2,No rain,72,17
317,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,91,0,33.8,9,4,No rain,72,17
318,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,96,0,24.1,2.6,2,No rain,72,17
319,A,194,70,Cargo,Container Ship,MSC VIGO,62,0,25.1,3.5,2,No rain,270,40
320,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,24.4,4.5,3,No rain,72,17
321,A,195,60-69,Passenger,Passenger Ship,MSC FANTASIA,83,0,23.7,5.6,3,No rain,333,38
322,A,5,50,Special Craft,Pilot Vessel,PILOT 09,150,1.6,21.1,1.5,1,Moderate,12,4
323,A,132,59,Special Craft,Offshore Supply Ship,SAAVEDRA TIDE,74,0,23.1,6.3,3,No rain,84,18
324,A,186,84,Tanker,LPG Tanker,FORTE DE SAO MARCOS,150,0,22.8,3,2,No rain,124,18
325,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,118,0,24,10.3,5,No rain,72,17
326,A,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA,126,0,25.5,10,5,No rain,89,19
327,A,198,70,Cargo,Bulk Carrier,JOLANDA,90,0,22.9,9,4,No rain,292,45
328,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,138,0,27.9,5.1,3,No rain,72,17
329,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,75,0,29,3.8,2,No rain,72,17
330,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,126,0,24.8,9.9,5,No rain,72,17
331,A,199,30,Fishing,Fishing Vessel,VO NICACIO,81,0,23.9,9.3,4,No rain,20,6
332,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,24.2,2.3,1,No rain,72,17
333,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,26.6,3,2,No rain,72,17
334,A,200,70,Cargo,Bulk Carrier,FIGALIA PRUDENCE,100,0,27.3,3.6,2,No rain,229,32
335,A,201,70,Cargo,Container Ship,MAERSK MEMPHIS,62,0,26.3,8.1,4,No rain,300,40
336,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,26.3,4.7,3,No rain,72,17
337,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,27.3,3.2,2,No rain,12,4
338,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,27.3,4.4,2,No rain,72,17
339,A,204,59,Special Craft,Offshore Supply Ship,CARMEN,101,0,27.5,5.6,3,No rain,43,9
340,A,202,70,Cargo,Bulk Carrier,GRACIELA,150,0,23.3,1.4,1,No rain,180,28
341,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,64,0.2,26.8,3.9,2,Light,72,17
342,A,203,70,Cargo,Bulk Carrier,CONDOR HAMBURG,150,0,24.9,5.1,3,No rain,178,28
343,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,25.5,3.3,2,No rain,72,17
344,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,87,0,22.7,4.3,2,No rain,72,17
345,A,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,22.8,6.2,3,No rain,12,4
346,A,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,24.1,7.4,4,No rain,12,4
347,A,18,50,Special Craft,Pilot Vessel,PILOT 14,121,0,25.5,3.5,2,No rain,12,4
348,A,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA,150,0,25.1,3.1,2,No rain,89,19
349,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,139,0,24.7,2.4,1,No rain,72,17
350,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,131,0,23.9,3.2,2,No rain,72,17
351,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,25.3,8.3,4,No rain,72,17
352,A,205,30,Fishing,Fishing Vessel,CARINHOSO,150,0,23.8,12.2,5,No rain,22,6
353,A,206,59,Special Craft,Offshore Supply Ship,ATLANTICO,82,0,23.1,4.5,3,No rain,43,12
354,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,26.7,5.5,3,No rain,12,4
355,A,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,23.1,4.1,2,No rain,12,4
356,A,207,80,Tanker,Oil/Chemical Tanker,CARTAGENA,150,0,25.5,5.9,3,No rain,183,32
357,A,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,23.5,2.9,2,No rain,12,4
358,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,101,0,27.3,2.6,2,No rain,72,17
359,A,208,31,Tug,Tug/Supply Vessel,SKANDI RIO,150,0,23.9,2.8,2,No rain,81,18
360,A,209,80,Tanker,Oil/Chemical Tanker,TARUCA,130,0,21.2,7.5,4,No rain,144,24
361,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,25.4,4.1,2,No rain,72,17
362,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,22.1,2.5,1,No rain,72,17
363,A,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER,150,0,21.9,2.1,1,No rain,95,24
364,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,24.9,3.7,2,No rain,72,17
365,A,210,59,Special Craft,Supply Vessel,SIEM GIANT,150,0,24.4,3,2,No rain,88,19
366,A,210,59,Special Craft,Supply Vessel,SIEM GIANT,150,0,22.1,2.9,2,No rain,88,19
367,A,211,30,Fishing,Fishing Vessel,DEUS DE VITORIA,100,0,23.3,4.6,3,No rain,12,8
368,A,186,84,Tanker,LPG Tanker,FORTE DE SAO MARCOS,150,0,26.3,3.5,2,No rain,124,18
369,A,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS,77,0,23.1,1.5,1,No rain,88,19
370,A,212,80,Tanker,Oil/Chemical Tanker,ALHENA,150,0,27.4,4.3,2,No rain,183,32
371,A,135,59,Special Craft,Offshore Supply Ship,MONTY ORR TIDE,130,0,26.1,3.6,2,No rain,84,18
372,A,213,59,Special Craft,Offshore Supply Ship,CORMORAN,150,0,24.3,7.9,4,No rain,72,16
373,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,26.2,4.1,2,No rain,72,17
374,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,129,0,24.8,3.2,2,No rain,72,17
375,A,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,27,4.4,2,No rain,12,4
376,A,214,70,Cargo,General Cargo,UNISOUL,143,0,22.8,9.9,5,No rain,132,16
377,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,24.8,4.5,3,No rain,72,17
378,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,20.9,3.2,2,No rain,72,17
379,A,169,70,Cargo,Ro-Ro/Container Carrier,GRANDE AMBURGO,98,0,23.7,2.7,2,No rain,214,32
380,A,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0.8,20.1,2,1,Light,12,4
381,A,215,59,Special Craft,Offshore Supply Ship,TALHA MAR,62,0,24.4,4.8,3,No rain,87,16
382,A,216,70,Cargo,Container Ship,MSC ANCHORAGE,150,0,24.4,4.8,3,No rain,300,48
383,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,79,0,21.8,1.7,1,No rain,72,17
384,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,22.1,3.8,2,No rain,12,4
385,A,84,59,Special Craft,Anchor Handling Vessel,NORMAND TURMALINA,150,0,23,11,5,No rain,81,18
386,A,18,50,Special Craft,Pilot Vessel,PILOT 14,98,0,22,6.1,3,No rain,12,4
387,A,217,70,Cargo,Container Ship,MSC JORDAN,150,0,23.5,4.4,2,No rain,237,32
388,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,23.5,2.9,2,No rain,72,17
389,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,71,0,22.4,1.8,1,No rain,72,17
390,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,24.2,3.3,2,No rain,72,17
391,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,22.5,5.9,3,No rain,72,17
392,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,130,0,25.4,5.8,3,No rain,72,17
393,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,21.2,2.6,2,No rain,12,4
394,A,29,30,Fishing,Fishing Vessel,AURITA,150,0,20.8,9.4,4,No rain,22,6
395,A,218,59,Special Craft,Offshore Supply Ship,HOS BRASS RING,135,0,21.7,17,6,No rain,92,20
396,A,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS,149,0,20.5,4.6,3,No rain,88,19
397,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,130,0,25.5,10.3,5,No rain,72,17
398,A,219,70,Cargo,Container Ship,SAN ANTONIO EXPRESS,150,0,22.6,11.6,5,No rain,224,35
399,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,21.9,7.9,4,No rain,72,17
400,A,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,26.4,4,2,No rain,12,4
401,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,31.3,11.5,5,No rain,72,17
402,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,129,0,24.1,2.3,1,No rain,72,17
403,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,127,0,24,4.7,3,No rain,72,17
404,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,145,0,30.3,3,2,No rain,72,17
405,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,31.8,3.6,2,No rain,72,17
406,A,190,59,Special Craft,Anchor Handling Vessel,NORMAND TURQUESA,150,0,22.2,8,4,No rain,81,18
407,A,186,84,Tanker,LPG Tanker,FORTE DE SAO MARCOS,150,0,20.1,3.9,2,No rain,124,18
408,A,220,30,Fishing,Fishing Vessel,TEMPERANCA,91,0,20,8.8,4,No rain,18,4
409,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,18.2,5.1,3,No rain,12,4
410,A,221,59,Special Craft,Offshore Supply Ship,MAERSK TOPPER,84,0,20.9,4.3,2,No rain,74,20
411,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,19.9,5.3,3,No rain,72,17
412,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,20.1,5.6,3,No rain,72,17
413,A,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,20.7,4.1,2,No rain,72,17
414,A,183,59,Special Craft,Motor Hopper,HANG BO 2003,98,0,20.4,4,2,No rain,72,17
415,A,17,50,Special Craft,Pilot Vessel,RED I,70,0,26.1,3.3,2,No rain,12,3
416,A,222,31,Tug,Tug,OCEANICASUB II,150,0,24.3,4.7,3,No rain,34,10
417,A,2,50,Special Craft,Pilot Vessel,PILOT 10,105,0,23.9,6,3,No rain,11,4
418,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,21.6,1.8,1,No rain,12,4
419,A,223,31,Tug,Tug,C BRILHANTE,150, - , - , - ,7,Very Heavy,32,11
420,A,224,80,Tanker,Crude Oil Tanker,MARAN HERMIONE,150, - , - , - ,7,Very Heavy,274,48
421,A,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,21.5,4.9,3,No rain,12,4
422,A,17,50,Special Craft,Pilot Vessel,RED I,150,0.2,24.4,3.6,2,Light,12,3
423,A,225,37,Pleasure Craft,Pleasure Craft,PAPA GOLFE,150,0,29.5,7.1,4,No rain,36,8
424,A,226,70,Cargo,Bulk Carrier,GIORGOS B,150,0,26.8,4.2,2,No rain,180,28
425,A,227,70,Cargo,Bulk Carrier,NORD TAURUS,82,0,22.9,4.1,2,No rain,229,32
426,A,228,70,Cargo,Container Ship,MSC AJACCIO,120,0,25.6,4.9,3,No rain,300,48
427,A,229,70,Cargo,Ro-Ro/Container Carrier,GRANDE BRASILE,150,0,24.3,1.4,1,No rain,214,32
428,A,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,28.6,3,2,No rain,12,4
429,A,230,70,Cargo,Bulk Carrier,CAPE AMAL,104,0,24.1,4.8,3,No rain,292,45
430,A,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,25.5,4.9,3,No rain,12,4
431,A,231,70,Cargo,Container Ship,METHONI,150,0,24.6,4.6,3,No rain,304,40
432,A,232,70,Cargo,Container Ship,CHICAGO,150,0,27.7,3.5,2,No rain,279,40
433,A,164,70,Cargo,Container Ship,LOG IN PANTANAL,150,0,26.8,3.4,2,No rain,182,25
434,A,233,70,Cargo,Bulk Carrier,STONEWELL PIONEER,150,0,29.3,4.7,3,No rain,190,32
435,A,234,70,Cargo,Container Ship,MSC CORUNA,150,0,26.8,2.9,2,No rain,270,40
436,A,235,70,Cargo,Bulk Carrier,ML HERON,150,0,23.7,2.1,1,No rain,200,32
437,A,232,70,Cargo,Container Ship,CHICAGO,150,0,21.5,4.5,3,No rain,279,40
438,A,236,80,Tanker,Crude Oil Tanker,FRONT DISCOVERY,150,0,20.8,1.5,1,No rain,330,60
439,A,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,21.4,4,2,No rain,12,4
440,A,237,70,Cargo,Bulk Carrier,APHROS,66,0,20.2,3.6,2,No rain,189,32
441,A,17,50,Special Craft,Pilot Vessel,RED I,150,0,21.4,7.6,4,No rain,12,3
442,A,228,70,Cargo,Container Ship,MSC AJACCIO,150,0,19.5,4.1,2,No rain,300,48
443,A,238,70,Cargo,Container Ship,MSC CATERINA,130,0,20.3,12.8,6,No rain,300,48
444,A,239,80,Tanker,Crude Oil Tanker,SEAGUARDIAN,150,0,25.8,6.2,3,No rain,237,44
445,A,240,70,Cargo,Vehicles Carrier,FUJITRANS WORLD,150,0,21.6,8.7,4,No rain,172,25
446,A,241,70,Cargo,General Cargo,IMPALA,128,0,19.2,4.9,3,No rain,138,21
447,A,242,70,Cargo,General Cargo,BBC DIAMOND,150,0,21.2,5.9,3,No rain,120,20
448,A,243,70,Cargo,Bulk Carrier,MEL GRACE,90,0,21.6,2,1,No rain,180,30
449,A,244,80,Tanker,Crude Oil Tanker,MARE DORICUM,90,0,24.5,7.1,4,No rain,274,48
450,A,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,21,9.4,4,No rain,12,4
451,A,6,50,Special Craft,Pilot Vessel,PILOT 20,150,0,18.4,3.9,2,No rain,13,5
452,A,245,70,Cargo,Container Ship,JOLLY ORO,150,0,19.2,11.8,5,No rain,264,32
453,A,190,59,Special Craft,Anchor Handling Vessel,NORMAND TURQUESA,90,0,21,18.8,6,No rain,81,18
454,A,246,70,Cargo,Vehicles Carrier,SIRIUS LEADER,148,1,20.6,8.8,4,Light,180,32
455,A,247,80,Tanker,Oil Products Tanker,ROMULO ALMEIDA,100,0,22.3,5.1,3,No rain,183,32
456,A,248,70,Cargo,Bulk Carrier,TAI SUCCESS,117,0,21.1,8.2,4,No rain,200,32
457,B,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,21.8,5.4,3,No rain,11,4
458,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,24.6,6.2,3,No rain,13,4
459,B,196,80,Tanker,Oil/Chemical Tanker,FLUMAR MACEIO, - ,0,21.1,3.1,2,No rain,144,24
460,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,28.9,3,2,No rain,13,4
461,B,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,23.2,5.7,3,No rain,11,4
462,B,249,31,Tug,Tug,TS MARRENTO, - ,0,29.8,6,3,No rain,30,10
463,B,250,40-49,High-Speed Craft,High-Speed Craft,MENINO DO RIO, - ,0,28.6,9.2,4,No rain,22,10
464,B,251,31,Tug,Tug,PALMAS II, - ,0,27.6,6.2,3,No rain,26,6
465,B,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,26.1,3,2,No rain,11,4
466,B,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS, - ,1,24.3,2.4,1,Light,88,19
467,B,66,59,Special Craft,Offshore Supply Ship,MAERSK VENTURA, - ,0,24.2,4.9,3,No rain,81,19
468,B,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS, - ,0,25.8,1.7,1,No rain,88,19
469,B,252,70,Cargo,Container Ship,BSG BARBADOS, - ,0,29.7,3.8,2,No rain,223,32
470,B,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,28.4,6.2,3,No rain,64,15
471,B,254,80,Tanker,Crude Oil Tanker,SCORPIO, - ,0,23.2,5.9,3,No rain,244,42
472,B,53,59,Special Craft,Supply Vessel,NORMAND CARIOCA, - ,0,20.1,4.5,3,No rain,88,19
473,B,255,70,Cargo,Bulk Carrier,HAMGAM, - ,0,20.7,4,2,No rain,225,32
474,B,53,59,Special Craft,Supply Vessel,NORMAND CARIOCA, - ,0,20.1,4.5,3,No rain,88,19
475,B,255,70,Cargo,Bulk Carrier,HAMGAM, - ,0,20.7,4,2,No rain,225,32
476,B,53,59,Special Craft,Supply Vessel,NORMAND CARIOCA, - ,0,21.9,3.6,2,No rain,88,19
477,B,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,20.6,6,3,No rain,11,4
478,B,256,40-49,High-Speed Craft,High-Speed Craft,CARLOS VIEIRA, - ,0,22.4,3.2,2,No rain,17,6
479,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,19.9,7.6,4,No rain,13,4
480,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,28.1,4.6,3,No rain,13,4
481,B,257,70,Cargo,Vehicles Carrier,BALTIMORE HIGHWAY, - ,0,21.5,1.6,1,No rain,180,32
482,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,21.9,4.4,2,No rain,13,4
483,B,175,59,Special Craft,Offshore Supply Ship,MARTIN VAZ, - ,1.4,20.1,2.5,1,Moderate,64,45
484,B,258,59,Special Craft,Offshore Supply Ship,ALCATRAZ, - ,0,19.6,10.4,5,No rain,90,16
485,B,68,31,Tug,Tug,ENCO, - ,0,23.2,8.2,4,No rain,33,11
486,B,259,59,Special Craft,Offshore Supply Ship,SAVEIROS FRAGATA, - ,0,26,3.9,2,No rain,72,16
487,B,260,70,Cargo,Container Ship,MSC AGADIR, - ,0,27.7,3.1,2,No rain,300,48
488,B,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS, - ,0,26.3,3,2,No rain,88,19
489,B,96,59,Special Craft,Offshore Supply Ship,STARNAV AQUARIUS, - ,0,20.9,4.8,3,No rain,90,19
490,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,20.9,2.9,2,No rain,13,4
491,B,261,59,Special Craft,Offshore Supply Ship,DONG YUAN 502, - ,0,20.3,9.5,4,No rain,53,13
492,B,262,70,Cargo,Bulk Carrier,SELIN M, - ,0,21.2,7.8,4,No rain,177,30
493,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,21.9,5.4,3,No rain,12,4
494,B,263,70,Cargo,Bulk Carrier,STELLAR ALAZANI, - ,0,22.3,3.6,2,No rain,170,27
495,B,264,80,Tanker,Oil/Chemical Tanker,BW BOBCAT, - ,0.2,22.7,2.8,2,Light,183,32
496,B,265,80,Tanker,Oil/Chemical Tanker,CLEAN SANCTUARY, - ,0,22.6,4.2,2,No rain,183,32
497,B,164,70,Cargo,Container Ship,LOG IN PANTANAL, - ,0,23.6,3.8,2,No rain,182,25
498,B,68,31,Tug,Tug,ENCO, - ,0,26,6.7,3,No rain,33,11
499,B,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,21.2,13.4,6,No rain,64,15
500,B,266,30,Fishing,Fishing Vessel,CHARMOSO, - ,0,20.5,1.9,1,No rain,20,6
501,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,23.8,4,2,No rain,13,4
502,B,262,70,Cargo,Bulk Carrier,SELIN M, - ,0,26.6,5.6,3,No rain,177,30
503,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,25.9,14.1,6,No rain,13,4
504,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,23.9,3.8,2,No rain,12,4
505,B,267,59,Special Craft,Offshore Supply Ship,BONGO, - ,0,23.2,1.7,1,No rain,93,19
506,B,268,59,Special Craft,Offshore Supply Ship,AMAZON CHIEFTAIN Z, - ,0,26.5,3.6,2,No rain,76,17
507,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,27.9,4.9,3,No rain,13,4
508,B,269,80,Tanker,Crude Oil Tanker,LOS ANGELES SPIRIT, - ,0,26.9,7.1,4,No rain,275,48
509,B,270,33,Special Craft,Suction Dredger,UTRECHT, - ,0,27.6,12.2,5,No rain,155,28
510,B,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,25.4,6.6,3,No rain,12,4
511,B,271,84,Tanker,LPG Tanker,GASCHEM ARCTIC, - ,0,29.3,7.7,4,No rain,129,18
512,B,272,59,Special Craft,Multi Purpose Offshore Vessel,OLIN CONQUEROR, - ,0,21.5,5.3,3,No rain,75,17
513,B,273,70,Cargo,Bulk Carrier,STAR MOIRA, - ,0.4,18.6,6.6,3,Light,230,32
514,B,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS, - ,0,23.3,1.8,1,No rain,88,19
515,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,27.5,6.7,3,No rain,13,4
516,B,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,1.4,21.4,3.5,2,Moderate,13,4
517,B,274,59,Special Craft,Offshore Supply Ship,UP JADE, - ,0.6,18.5,12,5,Light,85,17
